txn_id,customer,error_type,error_msg,timestamp
T8479,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8481,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8484,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8491,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8499,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8513,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8514,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8515,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8529,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8532,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8538,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8540,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8552,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8553,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8555,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8561,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8565,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8569,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8576,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8577,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8585,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8596,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8597,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8606,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8609,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8613,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8618,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8619,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8621,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8622,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8630,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8632,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8647,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8654,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8658,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8659,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8675,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8679,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8681,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8688,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8689,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8690,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8695,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8696,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8709,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8710,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8719,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8720,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8729,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8731,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8732,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8733,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8734,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8739,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8741,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8745,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8747,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8753,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8757,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8760,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8766,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8768,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8769,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8774,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8777,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8778,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8779,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8782,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8786,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8794,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8798,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8801,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8824,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8825,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8829,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8837,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8842,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8845,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8851,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8853,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8857,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8862,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8870,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8878,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8882,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8887,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8891,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8899,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8907,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8909,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8942,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8944,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8955,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8958,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8959,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8960,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8967,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8968,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8971,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8972,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T8984,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8995,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T8997,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9001,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9002,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9006,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9016,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9017,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9022,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9024,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9034,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9038,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9039,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9043,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9045,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9048,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9051,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9053,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9070,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9073,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9076,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9077,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9079,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9081,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9088,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9091,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9094,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9098,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9102,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9111,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9114,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9119,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9120,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9123,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9130,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9134,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9140,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9148,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9150,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9153,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9154,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9155,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9157,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9165,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9168,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9184,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9185,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9199,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9204,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9209,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9210,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9212,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9213,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9215,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9217,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9219,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9221,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9229,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9234,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9235,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9247,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9248,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9249,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9251,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9252,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9255,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9256,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9260,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9264,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9266,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9268,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9271,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9274,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9281,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9285,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9291,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9292,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9299,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9302,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9303,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9305,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9313,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9314,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9321,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9341,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9354,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9355,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9358,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9362,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9366,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9369,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9378,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9379,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9381,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9384,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9397,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9400,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9423,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9425,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9427,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9429,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9432,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9433,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9435,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9439,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9440,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9453,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9456,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9457,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9458,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9461,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9463,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9472,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9474,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9476,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9478,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9481,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9489,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9497,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9498,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9504,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9506,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9509,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9514,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9522,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9524,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9525,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9529,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9530,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9539,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9542,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9543,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9544,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9545,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9550,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9551,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9554,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9559,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9560,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9570,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9578,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9586,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9588,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9592,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9594,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9600,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9605,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9616,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9619,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9622,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9623,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9629,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9630,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9635,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9638,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9642,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9652,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9653,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9656,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9662,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9665,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9673,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9675,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9688,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9699,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9708,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9712,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9715,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9720,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9722,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9723,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9724,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9726,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9733,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9740,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9741,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9743,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9745,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9749,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9759,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9763,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9766,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9778,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9780,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9792,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9798,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9807,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9814,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9817,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9818,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9826,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9829,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9838,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9839,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9850,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9855,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9856,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9860,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9875,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9876,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9881,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9883,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9887,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9892,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9893,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9897,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9899,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9908,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9911,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9914,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9915,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9930,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9933,Frank,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9946,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9952,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9953,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9954,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9963,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9965,Charlie,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9966,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9967,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9968,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9976,Eve,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9979,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T9989,David,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T9993,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10018,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10021,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10023,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10024,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10031,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10033,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T10042,Alice,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10043,Bob,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T10054,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10057,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10062,Charlie,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10068,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10071,Alice,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T10083,Eve,InvalidAmount,could not convert string to float: 'INVALID',2026-03-13 21:57:57
T10085,Frank,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10086,David,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
T10087,Bob,NegativeAmount,NegativeAmount,2026-03-13 21:57:57
